//This data set is derived from the Ecoli data set
##7
0,63,47,48,5,51,82,84
0,61,52,48,5,54,67,52
0,36,45,48,5,38,79,17
1,59,49,48,5,52,45,36
1,25,51,48,5,37,42,5
1,42,24,48,5,57,27,37
1,26,5,48,5,44,32,41
0,63,54,48,5,65,79,81
0,68,76,48,5,84,45,27
1,44,51,48,5,47,26,36
1,36,42,48,5,53,32,41
0,67,55,1,5,66,58,16
1,25,4,48,5,46,44,52
1,54,47,48,5,28,33,42
0,84,49,48,5,55,78,74
0,48,41,48,5,51,9,88
0,84,54,48,5,75,92,7
0,0,51,48,5,35,67,44
1,57,54,48,5,37,28,33
1,64,76,48,5,45,35,38
1,29,41,48,5,48,38,46
0,63,42,48,5,48,77,8
0,52,81,48,5,72,38,38
0,77,57,1,5,37,54,1
0,47,55,48,5,58,71,75
1,29,28,48,5,5,42,5
1,53,38,48,5,44,26,36
1,38,46,48,5,48,22,29
0,71,71,48,5,68,43,36
0,1,49,48,5,41,67,21
1,29,47,48,5,41,23,34
0,79,41,48,5,66,81,83
1,17,38,48,5,45,42,5
0,44,52,48,5,43,47,54
0,69,59,48,5,46,44,52
0,75,76,48,5,83,57,3
1,25,26,48,5,39,32,42
1,56,4,48,5,49,37,46
1,31,47,48,5,29,28,39
1,32,33,48,5,6,6,2
0,71,46,1,5,52,59,3
0,77,57,48,5,88,53,2
1,3,37,48,5,43,18,3
0,54,57,48,5,56,81,83
1,67,39,48,5,36,38,46
0,71,71,48,5,4,54,39
0,78,68,48,5,83,4,29
0,54,49,48,5,4,87,88
0,68,49,1,5,62,55,28
0,71,57,48,5,48,35,32
0,89,55,48,5,51,72,76
0,66,49,1,5,54,56,36
0,34,67,48,5,52,76,79
0,29,47,48,5,71,65,69
1,43,4,48,5,39,28,39
0,73,36,48,5,53,91,92
0,48,45,48,5,6,78,8
1,21,51,48,5,5,32,41
0,5,57,48,5,71,61,66
1,36,41,48,5,48,47,54
0,72,42,48,5,65,77,79
0,46,59,48,5,36,76,23
1,42,4,48,5,56,18,3
0,4,5,48,5,65,82,84
0,31,44,48,5,5,79,82
0,7,39,1,5,51,82,84
0,69,65,48,5,63,48,41
0,47,46,48,5,62,74,77
0,61,47,48,5,0,8,32
0,55,47,48,5,57,78,8
1,44,28,48,5,43,27,37
1,49,29,48,5,56,24,35
0,6,61,48,5,49,92,37
0,69,66,48,5,41,5,25
1,5,49,48,5,49,46,53
0,67,81,48,5,25,42,25
1,23,32,48,5,55,25,35
0,67,7,48,5,46,45,33
0,69,8,48,5,46,57,26
